,Review,Rating,sentiment
415, pollution has shielded the natural beauty.,0,1.0
416, The memories of these natural beauty remains in the heart and mind for long and gives us enthusiasm to go back to our work of daily life and makes our wait sweet for the next venture.,1,1.0
417," some trees have shredded their leaves,",0,0.0
418, Altogether it was a beautiful view with a wide range of green shades.,1,1.0
419, The sunlight was peeping through the gaps of trees mainly without the leaves one.,1,1.0
420," Trees retain moisture deep in the soil,",1,1.0
421," We transited through Bangalore last year without seeing anything except one massive traffic jam that lasted two hours,",0,1.0
422," Google maps had suggested it would take six hours from our peaceful haven in Wayanad,",1,1.0
423, the traffic is not as bad as we feared.,1,0.0
424, complete with palm trees and other exotic foliage!,1,1.0
425," The traffic is pretty crazy,",0,1.0
426, It's quite amazing and will look beautiful I'm sure.,1,1.0
427, he sits in the back (where the view is no worse).,0,0.0
428," The towns here are markedly more prosperous than in Karnataka which one must ascribe to the richness of the agriculture as this is not the Kerala of beaches where most tourists we head (we are not tourists,",1,1.0
429, with a view to mist covered peaks beyond.,1,1.0
430, It is a beautiful and peaceful place to enjoy some downtime.,1,1.0
431, interspersed with some bigger trees with dark bark that looks like it will drop off in clumps.,1,1.0
432," The teak trees have shed most of their huge leaves,",0,1.0
433," you can feel the peace of the surroundings,",1,1.0
434,"solitary langur monkey sitting at the base of a tree and looking contemplative,",1,1.0
435," but we do have a great view of a group of four elephants who drink from the waters edge,",1,1.0
436," We spot an osprey sitting on a dead tree stump eating a freshly caught fish,",0,0.0
437, a beautiful small bird that is elusive and hard to capture on film.,1,1.0
438, And we enjoy the breeze and the peace of the water.,1,1.0
439, as this is the day we are leaving there is not a cloud or patch of mist to be seen and we enjoy distant views across the Nilgiris.,1,1.0
440, Eventually we set off through the beautiful rolling Tamil Nadu national forest (or something like that).,1,1.0
441," A legless beggar sees us waiting in the car and drags himself over on his knuckles to scratch pathetically at the car door,",0,0.0
442, but it is a long way off in a clearing and our view is somewhat obscured by a tree.,0,1.0
443, and beautiful meadows.,1,1.0
444, However avoid peak ours for lunch as these small restaurants would be crowded too much and you have to wait outside for long time.,0,1.0
445, The catchment area had been built into agricultural fields and recreation area for children.,1,1.0
446, I calmed myself down and went to the fuel station in Nelamangala.,1,1.0
447, Left Hubli at 4pm and reached the broad and beautiful - NH4.,1,1.0
448, The oncoming traffic took a lot of time to reach Kolhapur.,0,1.0
449," As I reached Satara it became even worse - the mad traffic and the road,",0,0.0
450," No one was following traffic rules,",0,0.0
451, While coming back from MG road a guy in Merc was shouting at me for waiting for traffic light to turn green.,0,0.0
452, The amazing road and scenic route took a lot of time for me to reach Goa.,1,1.0
453, As expected there was a lot of traffic and the small roads took time for me to reach my uncles place.,0,0.0
454, In the evening went to Baga and Vagator beach to join the huge crowd for New Year Celebration.,1,1.0
455, went to Vasco-da-gama and then went to Calangute beach to meet my friend.,1,1.0
456, I had only one traffic signal to deal with.,1,1.0
457," We wandered through the popular and crowded temple,",0,1.0
458,It was a wrench to leave the peaceful Jungle Retreat in Mudumalai National Park for the four hour minibus ride to Mysore.,1,1.0
459," We passed fields of banana trees,",1,1.0
460, cotton trees and coconut trees.,1,1.0
461, bustling crowd streaming in with their offerings.,0,0.0
462," Crowds like this at first appear overwhelming in India (especially as they are so loud),",0,1.0
463," I was very aware that it was so crowded that I couldnt see the ground  and when there are cows,",0,0.0
464, have their horns painted and are sometimes decorated with flowers.,1,1.0
465, mostly just-harvested rice fields that cattle were now being grazed on.,1,1.0
466,Keshava Temple is a beautiful example of Hoysala temple architecture from the 13th Century.,1,1.0
467, and they were dressed in beautifully colourful festive clothes.,1,1.0
468, The other walls depicted detailed epics and stories from Hindu texts which were intricately and beautifully carved.,1,1.0
469, and there was also a very lovely ambience to this place.,1,1.0
470,The traffic on this highway was relatively less compared to others.,1,1.0
471, One can see cloud covered hills and valleys creating a very beautiful view.,1,1.0
472, We then went to the top of the falls through the stone steps placed next to the falls to get view of the falls.,1,1.0
473," We reached there in 45 minutes to enjoy the beautiful sunset,",1,1.0
474, The serene beauty and beautiful sky took our heart away.,1,1.0
475, Within 2 hours we reached Bangalore and immediately got a first taste of what this city is about: constant traffic jam!,0,1.0
476," a really beautiful part of Bangalore: new shopping malls for the middle class,",1,1.0
477, so the beautiful Venkataraman Temple (a Vishnu Temple) close to the Sultan's Palace was already closed.,1,1.0
478, The traffic is unbelievable in this city.,0,1.0
479, This is a very special and beautiful Shiva Temple right behind a huge mall.,1,1.0
480, But the traffic is so horrible!,0,0.0
481, These ones were beautiful but small and both of them really packed with people.,1,1.0
482, Finally we had enough of the crowd and took a public bus down the hill and back to downtown Mysore.,0,0.0
483," enjoyed the views over Melkote and the surrounding hills,",1,1.0
484, Also this temple was beautiful with only few people around.,1,1.0
485, The rest of the night was quiet and bugfree ;-).,1,1.0
486," First we came across the beautiful Jamia Masjid,",1,1.0
487, It is a peaceful little garden.,1,1.0
488, The temple is really beautiful with a huge statue of Sri Ranganathna.,1,1.0
489, It is a nice palace in a beautiful garden.,1,1.0
490, it was a great day to end the year 2014 and a nice and quiet start into 2015.,1,1.0
491, lots of big boulders and some small beautiful lakes.,1,1.0
492, You quickly get an amazing view over town.,1,1.0
493, We enjoyed the place and tried to sit in a more or less quiet corner - but that was nearly impossible.,0,1.0
494," We had amazing views of the statue on the other hill,",1,1.0
495, It was so peaceful and quiet!,1,1.0
496, to crowded and full of people not caring for others.,0,0.0
497," They look for peace of mind,",1,1.0
498, which was quite peaceful and nice to visit.,1,1.0
499, the other temples were peaceful and quiet.,1,1.0
500, It was at a beautiful Catholic Church.,1,1.0
501," it was a beautiful morning,",1,1.0
502,is nestled in between beautiful rolling hills.,1,1.0
503," a nice but not really spectacular waterfall near Madikeri,",1,1.0
504, It was a bit too crowded for our taste.,1,1.0
505, It is a beautiful and really well maintained temple.,1,1.0
506, It was a beautiful 3 hour hike up a hill with stunnning views.,1,1.0
507, the noise and the pollution.,0,0.0
508, meant to be really quiet and so named because it's in the shape of the Om symbol.,1,1.0
509," probably the best view on the beach 300rs a night,",1,1.0
510,The beach in Gorkarna is so nice!,1,1.0
511," There's two secluded beaches that are only accessible via the sea,",1,1.0
512," Half Moon beach and Paradise beach,",1,1.0
513,"The beach really reminds me of what """"The Beach"""" (the book) would be like.",1,1.0
514," surrounded by cotton fields and banana plantations,",1,1.0
515," but they're """"mountains"""" (nothing is a mountain to me anymore) made from rocks,",1,1.0
516,"The view from Hanuman's temple is out of the world,",1,1.0
517," Truly one of the best views I've had on the trip,",1,1.0
518, off to Gokarna and the beach for some much needed rest.,1,1.0
519, Brigade road is quite beautiful in its architecture.,1,1.0
520,is looking more beautiful because it is a pleasant morning and also it is Sunday but in evening it is crowded.,1,1.0
521, we are concern about the view the something happens.,0,0.0
522, The most latest addition in beauty of bunnergutta national park.,1,1.0
523, It is quite beautiful it is started in 2005.,1,1.0
524,A beautiful statue of butterfly is made outside the park and you get surprise when you go inside.,1,1.0
525,Structure is also beautiful(dome shape).,1,1.0
526," but also beautiful walk throughs surrounded by natural vegetation,",1,1.0
527, We sauntered quiet too fast while the rest from my gang was indulged in clicking the wildlife.,1,1.0
528, it the prime view point where one can see the whole of Mysore City.,1,1.0
529, After getting fully soaked we decided to go for musical night party amidst coconut farm and trees to recharge our batteries.,1,1.0
530,Well we got togged up and enjoyed a very nice drink in the rather plush Harbour Bar at the lavishly beautiful Taj Mahal Palace Hotel in Mumbai.,1,1.0
531, wonderfully colourful as many of the properties were decorated in fairy lights and so very noisy with fireworks being let off all the time.,1,1.0
532, The sheer volume of people was a little overwhelming at times - the population of Mumbai is 18.,1,1.0
533," Beautiful scenery,",1,1.0
534, fabulous golden sandy beaches and the warm Arabian sea - a real tonic for the soul.,1,1.0
535, We chose to stay way down South in Palolem and very pleased we did as it was a lovely quiet resort with a wonderful bay.,1,1.0
536, There are also fabulous views up here over the city.,1,1.0
537, open-air with main exhibit being the Mysore Maharani's saloon (a wood-panelled beauty dating from 1899).,1,1.0
538,- St Philomena's Cathedral built between 1933 and 1941 in neo-Gothic style with beautiful stained glass windows.,1,1.0
539, we fathomed the real meaning of beauty in the nature.,1,1.0
540," and peace will be at your feet"""",",1,1.0
541," We didnt know we had to walk 3km to see the falls (view point),",1,1.0
542, and trek down further 2km from the view point to get wet!,1,1.0
543," The narrow and rugged pathway to the view point allow some vehicles (small cars and jeeps) to travel through; there are also paid jeep services to get you to the view point,",1,1.0
544,"The view of the falls exceeded our imagination; Kumardhara River gushing through the valley and falling into the 200 feet deep gorge,",1,0.0
545, Beauty has a new meaning= Relief!,1,1.0
546," there was also a beautiful garden and many shrines where monks meditate,",1,1.0
547, We werent able to appreciate the beautiful route to the beach town.,1,1.0
548,The beach was just optimally crowded.,1,1.0
549, There were several beaches separated by small hills.,1,0.0
550, On the last beach in the row we hired a boat which took us to the beaches not easily accessible.,1,0.0
551, We could see big mountains directly merging into the ocean.,1,1.0
552, The beaches were surrounded by mountains on three sides and had ocean on the fourth.,1,1.0
553,Once again we ended up traveling in the dark and missed the beautiful part of the journey.,1,1.0
554, The landscape on both sides of the road comprised endless uniform green fields with stony hills and coconut trees as the only aberrations.,1,1.0
555,Closer to our destination we get into the region of large trees which looked much different from the ones which we are used to seeing.,1,1.0
556, The monastery was a beautiful place.,1,1.0
557, when I realised how beautiful it was to watch someone embodying my movement and how powerful this is to witness.,1,1.0
558, the home town of the lady (I prefer not to use peoples names out of respect) so I can see the farmlands and some beautifully hidden/non tourist regions.,1,1.0
559," it was further delayed due to a small traffic incident,",0,0.0
560," The view was spectacular,",1,1.0
561, It was a beautiful sunny day also so this was a wonderful experience especially the stones burning the underside of my feet making me literally want to run up and down the hill.,1,1.0
562,"animals and Karma sutra positions carved around the outside of a gorgeous temple,",1,1.0
563, horns honking.,0,0.0
564," It truly has to be seen for one to even grasp how crazy it is on the road (there is 'no traffic' right now either because it's so early,",1,1.0
565," but some how in all the chaos the people seem to manage,",0,0.0
566," honked at as I need to take the road because the foot path is non existent,",0,0.0
567," by 5am a beautiful singing can be heard,",1,1.0
568," How expressive and beautiful this dance is,",1,1.0
569, how is this chaos possible?,0,0.0
570,we thought we were back on track but got scared as l read about mountain bears roaming around and also we saw a LOT of HUGE monkeys (rabies alert) up where we wanted to be.,0,1.0
571, probably best we were able to sleep so couldnt hear all the horns and feel the swerving of the bus all night making our minds race!,0,1.0
572, Ride from our hotel to Hampi was wonderful with an amazing view of paddy fields on one side of the road and sugar cane farms on the other side.,1,1.0
573," Crowd was less as it was an off-peak season due to summer temperatures,",1,1.0
574," Then we headed to Tunga Badra Dam to view the sunset,",1,1.0
575, where we hiked a nearby hill to get a better view of the horizon.,1,1.0
576, We returned happily with minds full of memories about that beautiful city.,1,1.0
577, Just the hour in a traffic jam then.,0,0.0
578, Traffic chaos and mayhem beyond description.,0,0.0
579," It is a beautiful serene place,",1,1.0
580," But peaceful it is not  instead the air is full of the sounds of thousands of birds cooing,",0,1.0
581, surrounded by aggressive hawkers and beggars clawing at us.,0,0.0
582," beautifully decorated inside but in need of some serious renovation,",1,1.0
583," The noise level rose to deafening proportions,",0,0.0
584, assorted beggars and that man who is trying for the second day to sell us a flute on which he plays the first few bars of Titanic.,0,0.0
585, A small crowd gathers at the door to stare and giggle at the two overheated Englanders.,0,1.0
586," The land is fertile and the trees a mix of deciduous trees and palm trees,",1,1.0
587, as do fields of sugar cane and rice paddies.,1,1.0
588, Gone are the fields of wheat and cotton.,0,0.0
589," Trees are lacking and in the midday heat (when inevitably we are out and about),",0,0.0
590," The views as we gradually ascended the cliff were impressive,",1,1.0
591,provide a water supply but now sadly too polluted to be drunk.,0,0.0
592, bustle and apparent chaos can be slightly overwhelming.,0,0.0
593, but very evocative and with some beautiful carvings.,1,1.0
594," a calm oasis in the countryside that is clean,",1,1.0
595,Last view of Varkala beach.,1,0.0
596,"coastal beach places,",1,1.0
597,"I can now walk in any beach restaurant in Kerala,",1,1.0
598, After so many weeks in Beach Huts I am getting desperate for a change of scenery.,0,0.0
599,"Neriman however is just at the start of her trip so these places hold the same appeal as they did for me when I arrived (remember the life is a beach comments,",1,1.0
600, Besides monkeys and dogs there were some beautiful wild vivid green parrots flying around and our guide said this is the only temple where they hang out and for sure they were the only ones we saw during our stay.,1,1.0
601," There is a special peacefulness amongst the mingling of cows,",1,1.0
602,The elephants had a view out of big doors ways that are now open.,1,1.0
603,an old Vishnu Tempel which was also very beautiful and overall peaceful.,1,1.0
604, But it was really beautiful with some amazing architectural details.,1,1.0
605, but all were happy and peaceful and we simply had a great time taking this all in.,1,1.0
606," cows with painted horns adorned like an Indian bus,",0,1.0
607,"There was a tree blooming with yellow flowers,",1,1.0
608,"The road down the mountain towards Mysore was rough and rugged but travelled through National reserves so we were entertained with flocks of pretty spotted deer,",0,1.0
609," The palace was spectacular and is the official residence of the Wodeyars,",1,1.0
610, One the outskirts we drove up a mountain to see the Chamundeshwari temple right on the top.,1,1.0
611,Down towards Mysore on the other side of the mountain we had a good overview of historical Mysore.,1,1.0
612, jam and pawpaw.,0,0.0
613, Beautiful tress in the actively renovated garden.,1,1.0
614, I particularly noticed the rain tree (Albizia).,1,1.0
615,spectacular hall for royal weddings.,1,1.0
616, Spectacular statues of jaguars guarded the palace.,1,1.0
617, is a very beautiful place which I had been waiting to explore since quite sometime now which finally we (me and my husband) managed to plan it in December 2013 from 21st to 25th.,1,1.0
618," Hampi is the former capital of Vijaynagar Empire where you can see beautiful Virupaksja temple,",1,1.0
619," Along with the beautiful Hampi ruins,",1,1.0
620, They also had rice fields which added to the beauty.,1,1.0
621, You get a beautiful view of the entire Hampi from both the hills.,1,1.0
622, we truly enjoyed seeing the view and wish could be on the hills every evening to see the sunset.,1,1.0
623," he said it was a rain tree that had been decorated for Christmas and found 2 kids playing cricket and Col had been longing for a game all holiday,",1,1.0
624, It was a beautiful old house with lots of dark rich wood and seemed to be built around what would have been 2 small bathing pools.,1,1.0
625," but we were doing battle with Mosquitos which carried on for our entire stay,",0,0.0
626, A couple of times we would have to stop as they had got in a tangle ahead of us and someone had to get out of a vehicle to make others move back to allow the traffic to move.,0,0.0
627, Full of people and noise but fairly clean which was good to see.,0,1.0
628, It is a regular passenger service but travels through beautiful countryside so is popular with tourists.,1,1.0
629," noisy town,",0,0.0
630," we went to Mysore Palace which was pretty spectacular though the Maharajah has just died,",1,0.0
631," the architecture was beautiful and the detailed carving was stunning,",1,1.0
632," We went into the paddy fields where they were cutting it and another where they were collecting it,",1,0.0
633,"Bangalore was a traffic jam,",0,0.0
634,Forty-five minutes later I was rooting for the auto driver as he dodged traffic to get to the bus stand and then before I took stock of things I was on the bus en route to Gokarna with S.,0,0.0
635, named so as the beach seems to spell out Om the way it is written in Sanskrit.,1,1.0
636, it is quiet and deserted.,1,1.0
637, the bendy soft grasses brushing our legs and at High Point the views stops us.,1,1.0
638, These steep climbs turn into mini waterfalls during the monsoons we are told.,1,1.0
639,Later an older crowd starts coming out.,0,0.0
640, crowds of people sit out on the beach.,0,0.0
641, I was restored and I made peace with the world.,1,1.0
642, The place was crowded with Indian tourist.,0,0.0
643," Our jeep was leading the way through the rocky mountain roads (if they can be called roads),",0,0.0
644, Its a peaceful place where one will be absorbed into spirituality.,1,1.0
645,The drive was scenic and quite long among the hills of Coorg.,1,1.0
646, We reached an isolated and crowd-starved Irupu falls @ 2:30 PM.,0,0.0
647, This peak offers very nice panoramic view of the Tungabhadra region.,1,1.0
648, This temple houses the most spectacular structure called The Stone Chariot.,1,1.0
649, If you have enough time you can covers the nearby places which do passes amazing beauty of tranquillity else you can head straight towards main road.,1,1.0
650,This small temple town draws crowds who come mainly to pay obeisance to the presiding deities of the navagraha temples.,1,0.0
651,One could also include Thanjavur in the itinerary which is known as the granary of South India due to its extensive paddy growing fields which are a feast for the eyes'As regards accomodation at Kumbakonam one can pick and choose an accomodation suited to one's budget.,1,1.0
652, Rivers like Tunga - Bhadra have their sources in the mountains here which are parts of the Western Ghats.,1,1.0
653,The city is placed within a scenic landscape in a fertile valley; it is surrounded by lush green coffee plantation hills.,1,1.0
654, The road to Mullayanagiri is very narrow with views from steep cliffs.,0,0.0
655, We often stopped and captured the fairy tale scenic views on the way.,1,0.0
656, We could not spent a long time near the waterfall and getting wet and dark.,0,0.0
657, The site featuring this beautiful waterfall is a popular climbing spot.,1,1.0
658, The 100 ft waterfall can be accessed from 400 steps that are climbed down from the main road to reach the site.,1,1.0
659,The dam gives an awesome views for photo enthusiasts and peace of mind for nomads .,1,1.0
660," dodging traffic as well as a few goats and cows,",0,1.0
661, we finally found ourselves a hotel in which to have lunch and more importantly to get away from the chaos of the streets.,0,0.0
662, we decided to head into the epicentre of chaos and to take a look around the Devaraja Market.,0,0.0
663, The other thing I remember thinking on the bus was how bright the lights were from the oncoming traffic in the other lane.,0,1.0
664, especially in the chaos we were exposed to!,0,0.0
665, we got to experience a true Indian traffic jam.,0,1.0
666, beautiful palace there we were going to tour.,1,1.0
667, I dont think I have seen a much more beautiful palace in all the world.,1,1.0
668, Various beautiful murals in every all.,1,1.0
669, provided a lot of insight on the city as we were passing through in the mid-morning traffic jam.,0,0.0
670,we waiting a beggar with a baby came up to us and kept grabbing at us.,0,0.0
671," The traffic was heavy and congested by American standards,",0,0.0
672, It was nice having the guide because then all the beggars left us alone.,0,1.0
673, We saw a lot of different vegetation and beautiful flowers.,1,1.0
674, a long winding ride through narrow heavily clogged roads with traffic and construction to reach after almost an hour or so.,0,1.0
675,'Hampi' explores one of the most beautiful and evocative of all historical sites in south India.,1,1.0
676,"arrived in Bangalore just in time for rush hour traffic which meant we were stuck in hot,",0,0.0
677, loud traffic for about 2 hours longer than we should have been.,0,1.0
678," They call it the Venice of India: I would argue that it is even more beautiful than Venice,",1,1.0
679," The rest of our time was spent on the backwaters exploring small villages and taking in the view from the water of the women on shore making string out of coconut husks,",1,0.0
680," Palolem beach is my favorite beach in India,",1,1.0
681," so the beach was not busy,",1,1.0
682," balancing headphone parties and fire dancing/poy on the beach with trying to find internet occasionally to let people know we were alive or finish final papers and assignments,",0,1.0
683,"Our second placement weekend was spent in the beautiful city of Mysore,",1,1.0
684," The food situation only got better as we decided to splash out for our Saturday dinner and go to a beautiful hotel for an afternoon and evening of fruit platters,",1,1.0
685, We returned in the evening for the promised light spectacular display of the 42000 bulbs lining the palace.,1,1.0
686, The temple itself is a beautiful white building perched on top of a hill with an incredible view of Mysore.,1,1.0
687, However the rest of India decided they also wanted to witness its beauty on the same day.,1,1.0
688, No-one seemed too alarmed by this though we did see several birds literally drop out of the tree opposite us.,1,0.0
689, where I was eaten alive by mosquitos and - for the first (and hopefully last) time during my travels - was attacked by a spider.,0,1.0
690," Once I had calmed my breathing,",0,1.0
691,My first observation of Indian roads was that drivers use their horns more than any other function on their cars/autos/mopeds.,0,0.0
692," it's hard to hear yourself think over the constant honking and bibbing,",0,0.0
693, they are just as oblivious to the honking horns and bustling traffic as the drivers are to the sight of cattle strolling in their paths.,0,0.0
694, I also took a lot of pictures and videos of the beautiful place.,1,1.0
695, both very beautiful and very attractive.,1,1.0
696, Especially in the evening it is very peaceful to sit here in the courtyard in front of the statue and stare at the statue.,1,1.0
697, blues etc amid palm tree lined streets.,1,1.0
698, with sculpture workshops everywhere and either the gentle noise of stone chiselling or the whirring din of stone cutting machines.,1,1.0
699,The overnight journey went well and in fact we arrive into Metupalaiyam 30 mins early; great as it means time for a couple of good hot coffees and lots of photos of the Nilgiri Mountain Railway narrow gauge steam train and steam engines before we set off.,1,1.0
700, one on each side of the carriage so we get the best photo opps of the views all the way up.,1,1.0
701, There are also plenty of birds and butterflies and the vegetation changes from palm trees to tea plantations to eucalyptus trees as we go higher.,1,1.0
702, This gets us to decide that 1 night will definitely be enough (a view that is confirmed later when we wander into town for some lunch) as it seems a very non-descript place despite the colourful houses.,0,1.0
703,) And finally the Kings private audience room  again the ceiling is a beautifully coloured stained glass marvel of craftsmanship.,1,1.0
704," Its not quite worth the journey in our view  but Indians love gardens,",0,1.0
705, the next beautiful attraction of the temple is the garden.,1,1.0
706, The garden has beautiful grass lawn and excellent collection of various plants.,1,1.0
707, The environment is very cool and peaceful and you will definitely enjoy to sit for some time inside the temples.,1,1.0
708,Although the temple is recently built it has the peace and piousness of old temples.,1,1.0
709, attractive and surrounded by beautiful lawns and trees.,1,1.0
710, you can find several idols of Mother Mary near the church with beautiful decorations.,1,1.0
711," Although the crowd is there for the whole day,",0,0.0
712, The security forces create cordons around the church and dont allow the crowd to go inside.,0,1.0
713,"A chariot is decorated with beautiful flowers,",1,1.0
714,The Chariot is beautifully decorated.,1,1.0
715, Especially the lights are arranged in a beautiful way.,1,1.0
716," As the Shivaji nagar area is more populated by the Muslims,",0,0.0
717, Besides on the day of Marys feast the traffic police will not allow any vehicle to enter from a km.,0,0.0
718, you can take beautiful pictures of mother Mary and other views around.,1,1.0
719, We saw a beautiful Vimana (below) which is used to carry the idol during festivals.,1,1.0
720,The temple has a traditional look with beautiful sculpture.,1,1.0
721, Painting with beautiful colors has made it even more attractive.,1,1.0
722, you will get some beautiful temples within a kilometer radius.,1,1.0
723,There are two Beautiful Nakoda Jain temples on both sides of the highway.,1,1.0
724, They are beautiful and worth visiting.,1,1.0
725," You can take the old noisy bus or take a walk to mekedatu depending on your physical strength,",0,1.0
726,The place is unbelievably beautiful and much more than my expectation.,1,1.0
727, The waterfall is nestled among the amazing ranges of rocks.,1,1.0
728, You can park your vehicle in the open field there and walk inside the rocky area.,1,1.0
729,While coming from Ramagaram to Kanakapura you will find a beautiful arch on the left side of the road (right side while coming from Kanakpura to Ramanagaram).,1,1.0
730,Veerabhadra swamy temple is built with beautiful architecture.,1,1.0
731,The beauty of the temple is that it is built on huge granite stones.,1,1.0
732, The outside views from this hill are very attractive.,1,1.0
733," The palace was very beautiful with brightly painted ceilings and columns,",1,1.0
734, Apparently it's perfectly fine to speed around blind curves while going up a mountain past other buses that are coming down.,1,1.0
735," Since it was a hazy day and the view wasn't wonderful,",0,0.0
736," One can view ruins of impressive buildings and temples,",0,1.0
737," we were surrounded by school children on field trips who were fascinated by us,",0,1.0
738, beautiful smile.,1,1.0
739, the wideness of the main streets made the traffic less daunting.,1,1.0
740, I am glad to have found myself in the middle of such a vibrant and bustling and beautiful mess.,1,1.0
741, apparently beautiful at night.,1,1.0
742, More beautiful things to see.,1,1.0
743, traffic increased.,0,1.0
744, we saw another crowd of people.,0,0.0
745, I am grateful that every accident we saw was met with by a crowd of good Samaritans.,0,1.0
746, and we ended up sitting in one of the last cars alongside a group of beggar children and an elderly man who appeared to be with them.,0,0.0
747, that the holy beach is not really a good place to hang out or swim because it is littered with trash and cow pies.,0,0.0
748, since the other beaches in the town are very clean and beautiful.,1,1.0
749, I have to remind myself that this culture I have chosen to immerse myself in is beautiful in as many ways as it differs from my own.,1,1.0
750, or even on the beaches if they like.,1,1.0
751, we spent one full day exploring nearby Kudlee Beach and Om Beach.,1,1.0
752, We followed the trail from the town and reached the first beach in about half an hour.,1,1.0
753, We then walked along the water until we reached the trail that led to Om Beach (which is actually shaped like an Om symbol).,1,1.0
754, It was nice to find this beach to be far less crowded and touristy than Arambol.,1,1.0
755, Side note: never in my life have I been in a holy city and seen so many grown men walking the streets and beach in their underwear.,0,0.0
756," We found some amazing views of the surrounding landscape,",1,1.0
757," people from small villages viewed me as a novelty and wanted their picture made with me because Im whitefunny,",1,1.0
758,I have mentioned the traffic and driving skills a few times in the blog already and Emily has also added a whole post dedicated to the transport here.,0,1.0
759, beautiful silks and a nice lifestyle.,1,1.0
760, people take credit to furnish their homes with beautiful furniture and go on nice holidays.,1,1.0
761, The incessant rhythmic honking of car horns.,0,0.0
762, Mosque wake up calls (there may only be a 10% Muslim population here but that's still 100 million).,0,0.0
763," noise and smells are brutally left field from Woolworths,",0,0.0
764, as if a force field exists to keep large hotel chains and anything else remotely upmarket at arms length from this world heritage area.,1,1.0
765, the most beautiful rice paddies amongst elephant size boulders.,1,1.0
766," The orchids were gorgeous and they gave us each a stem to take,",1,1.0
767, The rubber trees were quite young and not ready to harvest for another 3 years.,1,0.0
768,orchids in mist spray.,1,1.0
769, This practice is not recommended by the Government as it can cause damage to vehicles and pollute the crops with diesel.,0,0.0
770," This also gives us a chance to enjoy this beautiful resort,",1,1.0
771, a secluded hideaway favoured by artists and creative types looking for some tranquillity in noisy and busy India.,0,1.0
772," We were also able to share a nice meal with Abhi and his beautiful wife Neeta,",1,1.0
773, Staying in this beautiful resort almost makes you forget that you are in India.,1,1.0
774, Then you go to a meeting in a rotary hall with a power cut and you have to present to a noisy audience by candlelight.,0,0.0
775," with beautiful carved stone pieces,",1,1.0
776,After Shimogga we returned to Mangalore through beautiful countryside.,1,1.0
777,"Our trip to Karkala also took us to a beautiful waterfall for a picnic,",1,1.0
778," Ananthakrishna and his wife Raja had a beautiful home,",1,1.0
779," When viewed in full costume and make-up and seeing them run towards you bearing swords,",1,1.0
780," It was very peaceful and relaxing sitting in the sunshine at the base of the falls,",1,1.0
781, We almost had to be dragged away from the scenic beauty of the falls and the national park.,1,1.0
782, the noise and the litter.,0,0.0
783," We dont notice the noise or the litter anymore,",0,0.0
784, the traffic feels calmer and we cant wait to eat the Mangalore food and see some of our old friends!,1,1.0
785, Its all worth it for the views though!,1,1.0
786, it was great to see such beautiful animals up close and personal.,1,1.0
787, We also get a chance to visit Shivappanayaka Palace where there are some beautiful wood carvings.,1,1.0
788, we have been staying in the beautiful coffee region of Belur.,1,1.0
789," how they grow in the shade of tall trees such as silver oak and teak,",1,1.0
790, I took in fantastic views of the city and the gommateshvara statue.,1,1.0
791, I felt it was a place where I could spend some quiet time reflecting on what we have experienced so far on our journey.,1,1.0
792, Programmes that focus on population stabilisation also continue to be implemented.,1,1.0
793," Belur temple is very beautiful and inside,",1,1.0
794, The house is packed full of beautiful pieces of antique furniture and books about foreign destinations they have visited.,1,1.0
795,"We need to get up early to enjoy the views at the top of Shravanbelagola,",1,1.0
796, This area seems to have a bigger Muslim population as we see men in traditional dress on the streets.,1,1.0
797," we come to Mysore and discover traffic lights,",0,0.0
798, traffic police and CCTV cameras checking on road use.,1,1.0
799," So you see traffic waiting at junctions to allow others to cross,",0,1.0
800,"Mysore is a beautiful city,",1,1.0
801, The current palace is full of beautiful carved doors and ceilings and interesting murals of events in the lives of the royal family.,1,1.0
802, It seems quiet on our visit and we are told this is the effect of the recession in the west.,1,0.0
803, The palace itself is beautiful and well maintained.,1,1.0
804," I dont mind at all as they spend more than an hour wrapping me in some beautiful silk,",1,1.0
805," Unfortunately the beautiful butterflies never get to hatch and the worms are killed before the cocoons are dried,",1,0.0
806, The process of creating beautiful saris from the spit of silk worms is fascinating; especially the gold threads which make them appear extra special.,1,1.0
807," Even the poorest people here are dressed beautifully and when we ask about second hand shops,",1,1.0
808, and then a church and reservoir with a beautiful temple and hotel for lunch just for good measure!,1,1.0
809, The view is beautiful.,1,1.0
810, I then went to a party on the family who runs peace child farm which is on the out skirts of Bangalore.,1,1.0
811,"No matter how many times I come to an Indian beach I douth i'll get use to cows on the beach,",0,0.0
812," crowds and a lot of men,",0,0.0
813," Sat on the luggage rack above 6people on a beach for 3 Tamzin and I listened to our ipods and some became the subject of everyones conversation,",0,0.0
814," Mandala Beach Huts,",1,1.0
815," I have seen some beautiful Saris,",1,1.0
816," If you could see the traffic and the public bus services,",0,0.0
817," We have also heard about work in the field of health and helping youngsters with solar lamps for when there are power cuts,",1,1.0
818, It is hard to describe how unconscious they are of anything like traffic lanes.,0,1.0
819," The temples are beautiful and even though they are a tourist attraction,",1,1.0
820, they are quite peaceful and me and Di spend some time sitting cross legged on the floor taking it all in.,1,1.0
821, Its no different here and this beautiful river has its banks spoilt by litter.,1,1.0
822, They tents used as the accommodation are beautiful inside and this looks like a great place to come for a relaxing weekend away.,1,1.0
